character,row_type,skill_id,skill_name,level,experience,rank,quest_title,quest_status,quest_difficulty,quest_members,quest_points,quest_userEligible,totalskill,totalxp,combatlevel,timestamp
Willy Tired,quest,,,,,,Civil War III (miniquest),COMPLETED,1,true,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Cook's Assistant,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Daughter of Chaos,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dead and Buried,COMPLETED,2,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Death Plateau,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Demon Slayer,COMPLETED,0,false,3,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Diamond in the Rough,COMPLETED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Druidic Ritual,COMPLETED,0,false,4,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Enter the Abyss (miniquest),COMPLETED,1,true,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Ernest the Chicken,COMPLETED,0,false,4,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Evil Dave's Big Day Out,COMPLETED,1,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Family Crest,COMPLETED,2,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Field of Screams,COMPLETED,0,false,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,From Tiny Acorns (miniquest),COMPLETED,0,true,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Gertrude's Cat,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Ghosts Ahoy,COMPLETED,1,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Goblin Diplomacy,COMPLETED,0,false,5,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Gunnar's Ground,COMPLETED,0,false,5,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Guys and Dolls,COMPLETED,0,false,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Hazeel Cult,COMPLETED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Holy Grail,COMPLETED,1,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Icthlarin's Little Helper,COMPLETED,1,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Jungle Potion,COMPLETED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Kili Row,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Lost City,COMPLETED,2,true,3,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Lost Her Marbles (miniquest),COMPLETED,1,true,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Merlin's Crystal,COMPLETED,1,true,6,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,"Missing, Presumed Death",COMPLETED,0,false,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Monk's Friend,COMPLETED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Monkey Madness,COMPLETED,3,true,3,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Murder on the Border,COMPLETED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Nature Spirit,COMPLETED,0,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Necromancy!,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,New Foundations,COMPLETED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,One Piercing Note,COMPLETED,0,false,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Plague City,COMPLETED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Priest in Peril,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Recipe for Disaster: Another Cook's Quest,COMPLETED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Recipe for Disaster: Freeing Evil Dave,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Regicide,COMPLETED,3,true,3,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Royal Trouble,COMPLETED,2,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Rune Mythos,COMPLETED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Shadow of the Storm,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Sheep Herder,COMPLETED,0,true,4,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Shilo Village,COMPLETED,2,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Smoking Kills,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Stolen Hearts,COMPLETED,0,false,3,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Succession,COMPLETED,2,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Swept Away,COMPLETED,0,false,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Tears of Guthix,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Blood Pact,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Death of Chivalry,COMPLETED,0,false,3,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Feud,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Fremennik Isles,COMPLETED,2,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Fremennik Trials,COMPLETED,1,true,3,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Golem,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Grand Tree,COMPLETED,2,true,5,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Jack of Spades,COMPLETED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Knight's Sword,COMPLETED,1,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Restless Ghost,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Spirit of War,COMPLETED,2,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,The Tourist Trap,COMPLETED,1,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Throne of Miscellania,COMPLETED,2,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Tree Gnome Village,COMPLETED,1,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Troll Stronghold,COMPLETED,2,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Underground Pass,COMPLETED,2,true,5,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Unstable Foundations,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Unwelcome Guests,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Vessel of the Harbinger,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Violet is Blue,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Violet is Blue Too,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Waterfall Quest,COMPLETED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,What's Mine is Yours,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Wolf Whistle,COMPLETED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dragon Slayer,STARTED,2,false,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Recipe for Disaster,STARTED,250,true,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Recipe for Disaster: Defeating the Culinaromancer,STARTED,2,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,'Phite Club,NOT_STARTED,3,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,A Christmas Reunion,NOT_STARTED,0,false,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,A Clockwork Syringe,NOT_STARTED,3,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,A Shadow over Ashdale,NOT_STARTED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,A Soul's Bane,NOT_STARTED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,A Tail of Two Cats,NOT_STARTED,1,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,A Void Dance,NOT_STARTED,2,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Aftermath,NOT_STARTED,2,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,All Fired Up,NOT_STARTED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Alpha vs Omega,NOT_STARTED,4,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Ancient Awakening,NOT_STARTED,2,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Animal Magnetism,NOT_STARTED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Another Slice of H.A.M.,NOT_STARTED,1,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Azzanadra's Quest,NOT_STARTED,2,true,3,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Back to my Roots,NOT_STARTED,3,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Back to the Freezer,NOT_STARTED,3,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Bar Crawl (miniquest),NOT_STARTED,1,true,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Battle of Forinthry,NOT_STARTED,2,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Battle of the Monolith,NOT_STARTED,1,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Beneath Cursed Tides,NOT_STARTED,1,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Beneath Scabaras' Sands,NOT_STARTED,2,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Benedict's World Tour (miniquest),NOT_STARTED,1,false,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Between a Rock...,NOT_STARTED,2,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Birthright of the Dwarves,NOT_STARTED,4,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Blood Runs Deep,NOT_STARTED,3,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Boric's Task I (miniquest),NOT_STARTED,1,true,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Boric's Task II (miniquest),NOT_STARTED,1,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Boric's Task III (miniquest),NOT_STARTED,2,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Bringing Home the Bacon,NOT_STARTED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Broken Home,NOT_STARTED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Cabin Fever,NOT_STARTED,2,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Call of the Ancestors,NOT_STARTED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Carnillean Rising,NOT_STARTED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Catapult Construction,NOT_STARTED,3,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Chef's Assistant,NOT_STARTED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Children of Mah,NOT_STARTED,4,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,City of Senntisten,NOT_STARTED,3,true,3,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Clock Tower,NOT_STARTED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Cold War,NOT_STARTED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Contact!,NOT_STARTED,3,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Creature of Fenkenstrain,NOT_STARTED,1,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Crocodile Tears,NOT_STARTED,3,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Curse of the Black Stone,NOT_STARTED,3,true,4,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Damage Control (miniquest),NOT_STARTED,4,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Deadliest Catch,NOT_STARTED,3,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dealing with Scabaras,NOT_STARTED,3,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Death to the Dorgeshuun,NOT_STARTED,1,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Defender of Varrock,NOT_STARTED,2,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Desert Slayer Dungeon (miniquest),NOT_STARTED,3,true,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Desert Treasure,NOT_STARTED,3,true,3,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Desperate Creatures,NOT_STARTED,1,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Desperate Measures,NOT_STARTED,1,true,3,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Desperate Times,NOT_STARTED,1,true,3,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Devious Minds,NOT_STARTED,2,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dimension of Disaster,NOT_STARTED,250,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dimension of Disaster: Coin of the Realm,NOT_STARTED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dimension of Disaster: Curse of Arrav,NOT_STARTED,3,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dimension of Disaster: Defender of Varrock,NOT_STARTED,2,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dimension of Disaster: Demon Slayer,NOT_STARTED,1,true,3,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dimension of Disaster: Shield of Arrav,NOT_STARTED,0,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dishonour among Thieves,NOT_STARTED,1,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Do No Evil,NOT_STARTED,3,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Doric's Task I (miniquest),NOT_STARTED,0,false,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Doric's Task II (miniquest),NOT_STARTED,0,false,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Doric's Task III (miniquest),NOT_STARTED,1,false,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Doric's Task IV (miniquest),NOT_STARTED,1,false,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Doric's Task V (miniquest),NOT_STARTED,2,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Doric's Task VI (miniquest),NOT_STARTED,2,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Doric's Task VII (miniquest),NOT_STARTED,3,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Doric's Task VIII (miniquest),NOT_STARTED,3,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dream Mentor,NOT_STARTED,3,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Duck Quest,NOT_STARTED,0,false,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Dwarf Cannon,NOT_STARTED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Eadgar's Ruse,NOT_STARTED,2,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Eagles' Peak,NOT_STARTED,0,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Eclipse of the Heart,NOT_STARTED,2,true,3,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Elemental Workshop I,NOT_STARTED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Elemental Workshop II,NOT_STARTED,1,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Elemental Workshop III,NOT_STARTED,1,true,1,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Elemental Workshop IV,NOT_STARTED,1,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Enakhra's Lament,NOT_STARTED,2,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Enlightened Journey,NOT_STARTED,1,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Extinction,NOT_STARTED,4,true,4,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Eye for an Eye (miniquest),NOT_STARTED,4,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Eye of Het I,NOT_STARTED,0,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Eye of Het II,NOT_STARTED,0,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Fate of the Gods,NOT_STARTED,4,true,2,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Father and Son,NOT_STARTED,0,true,0,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Fight Arena,NOT_STARTED,2,true,2,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Final Destination (miniquest),NOT_STARTED,4,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Finale,NOT_STARTED,0,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Fishing Contest,NOT_STARTED,0,true,1,true,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Flag Fall (miniquest),NOT_STARTED,1,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
Willy Tired,quest,,,,,,Flashback,NOT_STARTED,0,true,0,false,1845,24586734,108,2025-11-17T23:22:29.483Z
