character,row_type,skill_id,skill_name,level,experience,rank,quest_title,quest_status,quest_difficulty,quest_members,quest_points,quest_userEligible,totalskill,totalxp,combatlevel,timestamp
Jklkh,quest,,,,,,Blood Runs Deep,NOT_STARTED,3,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Boric's Task I (miniquest),NOT_STARTED,1,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Boric's Task II (miniquest),NOT_STARTED,1,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Boric's Task III (miniquest),NOT_STARTED,2,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Bringing Home the Bacon,NOT_STARTED,0,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Broken Home,NOT_STARTED,0,false,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Cabin Fever,NOT_STARTED,2,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Call of the Ancestors,NOT_STARTED,0,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Carnillean Rising,NOT_STARTED,1,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Catapult Construction,NOT_STARTED,3,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Chef's Assistant,NOT_STARTED,0,false,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Children of Mah,NOT_STARTED,4,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,City of Senntisten,NOT_STARTED,3,true,3,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Civil War I (miniquest),NOT_STARTED,1,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Civil War II (miniquest),NOT_STARTED,1,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Civil War III (miniquest),NOT_STARTED,1,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Clock Tower,NOT_STARTED,0,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Cold War,NOT_STARTED,1,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Contact!,NOT_STARTED,3,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Cook's Assistant,NOT_STARTED,0,false,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Creature of Fenkenstrain,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Crocodile Tears,NOT_STARTED,3,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Curse of the Black Stone,NOT_STARTED,3,true,4,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Damage Control (miniquest),NOT_STARTED,4,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Daughter of Chaos,NOT_STARTED,1,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dead and Buried,NOT_STARTED,2,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Deadliest Catch,NOT_STARTED,3,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dealing with Scabaras,NOT_STARTED,3,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Death Plateau,NOT_STARTED,0,false,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Death to the Dorgeshuun,NOT_STARTED,1,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Defender of Varrock,NOT_STARTED,2,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Demon Slayer,NOT_STARTED,0,false,3,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Desert Slayer Dungeon (miniquest),NOT_STARTED,3,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Desert Treasure,NOT_STARTED,3,true,3,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Desperate Creatures,NOT_STARTED,1,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Desperate Measures,NOT_STARTED,1,true,3,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Desperate Times,NOT_STARTED,1,true,3,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Devious Minds,NOT_STARTED,2,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dimension of Disaster,NOT_STARTED,250,true,2,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dimension of Disaster: Coin of the Realm,NOT_STARTED,0,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dimension of Disaster: Curse of Arrav,NOT_STARTED,3,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dimension of Disaster: Defender of Varrock,NOT_STARTED,2,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dimension of Disaster: Demon Slayer,NOT_STARTED,1,true,3,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dimension of Disaster: Shield of Arrav,NOT_STARTED,0,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dishonour among Thieves,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Do No Evil,NOT_STARTED,3,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Doric's Task I (miniquest),NOT_STARTED,0,false,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Doric's Task II (miniquest),NOT_STARTED,0,false,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Doric's Task III (miniquest),NOT_STARTED,1,false,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Doric's Task IV (miniquest),NOT_STARTED,1,false,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Doric's Task V (miniquest),NOT_STARTED,2,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Doric's Task VI (miniquest),NOT_STARTED,2,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Doric's Task VII (miniquest),NOT_STARTED,3,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Doric's Task VIII (miniquest),NOT_STARTED,3,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dragon Slayer,NOT_STARTED,2,false,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dream Mentor,NOT_STARTED,3,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Druidic Ritual,NOT_STARTED,0,false,4,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Duck Quest,NOT_STARTED,0,false,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Dwarf Cannon,NOT_STARTED,0,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Eadgar's Ruse,NOT_STARTED,2,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Eagles' Peak,NOT_STARTED,0,true,2,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Eclipse of the Heart,NOT_STARTED,2,true,3,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Elemental Workshop I,NOT_STARTED,0,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Elemental Workshop II,NOT_STARTED,1,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Elemental Workshop III,NOT_STARTED,1,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Elemental Workshop IV,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Enakhra's Lament,NOT_STARTED,2,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Enlightened Journey,NOT_STARTED,1,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Enter the Abyss (miniquest),NOT_STARTED,1,true,0,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Ernest the Chicken,NOT_STARTED,0,false,4,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Evil Dave's Big Day Out,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Extinction,NOT_STARTED,4,true,4,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Eye for an Eye (miniquest),NOT_STARTED,4,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Eye of Het I,NOT_STARTED,0,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Eye of Het II,NOT_STARTED,0,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Family Crest,NOT_STARTED,2,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Fate of the Gods,NOT_STARTED,4,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Father and Son,NOT_STARTED,0,true,0,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Fight Arena,NOT_STARTED,2,true,2,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Final Destination (miniquest),NOT_STARTED,4,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Finale,NOT_STARTED,0,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Fishing Contest,NOT_STARTED,0,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Flag Fall (miniquest),NOT_STARTED,1,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Flashback,NOT_STARTED,0,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Flesh and Bone,NOT_STARTED,0,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Foreshadowing,NOT_STARTED,0,true,0,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Forgettable Tale of a Drunken Dwarf,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Forgiveness of a Chaos Dwarf,NOT_STARTED,3,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Fortunes,NOT_STARTED,0,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,From Tiny Acorns (miniquest),NOT_STARTED,0,true,0,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Fur 'n Seek,NOT_STARTED,0,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Garden of Tranquillity,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Gertrude's Cat,NOT_STARTED,0,false,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Ghosts Ahoy,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Ghosts from the Past (miniquest),NOT_STARTED,4,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Glorious Memories,NOT_STARTED,3,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Goblin Diplomacy,NOT_STARTED,0,false,5,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Gower Quest,NOT_STARTED,2,false,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Great Egg-spectations,NOT_STARTED,0,false,0,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Grim Tales,NOT_STARTED,3,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Gunnar's Ground,NOT_STARTED,0,false,5,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Guys and Dolls,NOT_STARTED,0,false,0,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Harbinger (miniquest),NOT_STARTED,4,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Haunted Mine,NOT_STARTED,2,true,2,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Hazeel Cult,NOT_STARTED,0,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Head of the Family (miniquest),NOT_STARTED,4,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Heart of Stone,NOT_STARTED,1,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Heartstealer,NOT_STARTED,0,false,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Helping Laniakea,NOT_STARTED,0,true,0,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Hermy and Bass,NOT_STARTED,2,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Hero's Welcome,NOT_STARTED,2,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Heroes' Quest,NOT_STARTED,2,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Holy Grail,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Hopespear's Will (miniquest),NOT_STARTED,2,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Horror from the Deep,NOT_STARTED,2,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Housing of Parliament,NOT_STARTED,2,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Hunt for Red Raktuber,NOT_STARTED,1,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Icthlarin's Little Helper,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Imp Catcher,NOT_STARTED,0,false,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Impressing the Locals,NOT_STARTED,0,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,In Aid of the Myreque,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,In Memory of the Myreque (miniquest),NOT_STARTED,4,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,In Pyre Need,NOT_STARTED,2,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,In Search of the Myreque,NOT_STARTED,1,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,It's Snow Bother,NOT_STARTED,0,false,0,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Jed Hunter (miniquest),NOT_STARTED,4,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Jungle Potion,NOT_STARTED,0,true,1,true,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Kennith's Concerns,NOT_STARTED,1,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Kindred Spirits,NOT_STARTED,2,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,King of the Dwarves,NOT_STARTED,3,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,King's Ransom,NOT_STARTED,2,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Koschei's Troubles (miniquest),NOT_STARTED,4,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Lair of Tarn Razorlor (miniquest),NOT_STARTED,2,true,0,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Land of the Goblins,NOT_STARTED,2,true,1,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Legacy of Seergaze,NOT_STARTED,2,true,2,false,1216,3483436,76,2025-11-20T01:54:25.205Z
Jklkh,quest,,,,,,Legends' Quest,NOT_STARTED,3,true,4,false,1216,3483436,76,2025-11-20T01:54:25.205Z
